check_id,title,severity,service,region,resource_name,resource_arn,status_detail,description,risk,remediation,tool,cloud_provider,finding_id,account_id,scan_date,cvss_score,exposure_score,blast_radius,priority_score,priority_band,risk_label,ai_risk_level_baseline,ai_confidence_baseline,ai_score,ai_risk_level,ai_confidence
securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,medium,securitycenter,,scoutid-e0ee58ad164fccf23747c721a8909b28a86430d6,,securitycenter.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.pricings.scoutid-e0ee58ad164fccf23747c721a8909b28a86430d6.pricing_tier,Standard Tier Not Enabled,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,ScoutSuite,Azure,FND-0704,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.827,4.55,MEDIUM,0.849
securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,medium,securitycenter,,scoutid-9cef84033d32f82d10a677d7c7d7201d94f5c473,,securitycenter.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.pricings.scoutid-9cef84033d32f82d10a677d7c7d7201d94f5c473.pricing_tier,Standard Tier Not Enabled,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,ScoutSuite,Azure,FND-0703,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.83,4.56,MEDIUM,0.847
securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,medium,securitycenter,,scoutid-5276bae16b6260fc1821d1e54d6a37653ed976ca,,securitycenter.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.pricings.scoutid-5276bae16b6260fc1821d1e54d6a37653ed976ca.pricing_tier,Standard Tier Not Enabled,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,ScoutSuite,Azure,FND-0702,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.827,4.55,MEDIUM,0.849
securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,medium,securitycenter,,scoutid-bad37de71443c31159d1374c363ead0e10ae4c0d,,securitycenter.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.pricings.scoutid-bad37de71443c31159d1374c363ead0e10ae4c0d.pricing_tier,Standard Tier Not Enabled,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,ScoutSuite,Azure,FND-0700,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.826,4.54,MEDIUM,0.849
securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,medium,securitycenter,,scoutid-455a978a69efbce8e3f333952d846e8c9787b2f9,,securitycenter.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.pricings.scoutid-455a978a69efbce8e3f333952d846e8c9787b2f9.pricing_tier,Standard Tier Not Enabled,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,ScoutSuite,Azure,FND-0699,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.83,4.56,MEDIUM,0.849
sqldatabase-allow-any-ip,SQL Database Allow Ingress 0.0.0.0/0 (Any IP),medium,sqldatabase,,scoutid-2ab6f54134235f83c3d3513a8680d65e26edd0cd,,sqldatabase.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.servers.scoutid-2ab6f54134235f83c3d3513a8680d65e26edd0cd.firewall_rules.scoutid-7e5760ab2d6d094a83183d5aa5db3655802dea50.start_ip,SQL Database Allow Ingress 0.0.0.0/0 (Any IP),"SQL Server includes a firewall to block access to unauthorized connections. More granular IP addresses can be defined by referencing the range of addresses available from specific datacenters. In order to reduce the potential attack surface for a SQL server, firewall rules should be defined with more granular IP addresses by referencing the range of addresses available from specific datacenters.",In the Azure console:<ol><li>Go to <samp>SQL servers</samp></li><li>For each SQL server</li><li>Click on <samp>Firewall/Virtual Networks</samp></li><li>Set <samp>Allow access to Azure services</samp> to 'OFF'</li><li>Set firewall rules to limit access to only authorized connections</li></ol>,ScoutSuite,Azure,FND-0710,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.827,4.55,MEDIUM,0.849
sqldatabase-allow-any-ip,SQL Database Allow Ingress 0.0.0.0/0 (Any IP),medium,sqldatabase,,scoutid-2ab6f54134235f83c3d3513a8680d65e26edd0cd,,sqldatabase.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.servers.scoutid-2ab6f54134235f83c3d3513a8680d65e26edd0cd.firewall_rules.scoutid-aed4ccdd8ca97afe2a994cf50bc4cacba61e30f0.start_ip,SQL Database Allow Ingress 0.0.0.0/0 (Any IP),"SQL Server includes a firewall to block access to unauthorized connections. More granular IP addresses can be defined by referencing the range of addresses available from specific datacenters. In order to reduce the potential attack surface for a SQL server, firewall rules should be defined with more granular IP addresses by referencing the range of addresses available from specific datacenters.",In the Azure console:<ol><li>Go to <samp>SQL servers</samp></li><li>For each SQL server</li><li>Click on <samp>Firewall/Virtual Networks</samp></li><li>Set <samp>Allow access to Azure services</samp> to 'OFF'</li><li>Set firewall rules to limit access to only authorized connections</li></ol>,ScoutSuite,Azure,FND-0711,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.826,4.54,MEDIUM,0.849
sqldatabase-databases-no-auditing,Auditing Disabled for SQL Databases,medium,sqldatabase,,scoutid-2ab6f54134235f83c3d3513a8680d65e26edd0cd,,sqldatabase.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.servers.scoutid-2ab6f54134235f83c3d3513a8680d65e26edd0cd.databases.sqldb-cloudguardian-lab.db_auditing_disabled,Auditing Disabled for SQL Databases,"Auditing tracks database events and writes them to an audit log in the Azure storage account. It also helps to maintain regulatory compliance, understand database activity, and gain insight into discrepancies and anomalies that could indicate business concerns or suspected security violations.","From Azure Console:
<ol>
    <li>Go to <samp>SQL servers</samp></li>
    <li>For each server instance</li>
    <li>Click on <samp>Auditing</samp></li>
    <li>Set <samp>Auditing</samp> to On</li>
</ol>",ScoutSuite,Azure,FND-0712,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.827,4.55,MEDIUM,0.849
sqldatabase-servers-vulnerability-email-notif-to-admins-owners-not-set,Send Email Notifications to Admins and Subscription Owners Is Not Set on SQL Servers,medium,sqldatabase,,scoutid-2ab6f54134235f83c3d3513a8680d65e26edd0cd,,sqldatabase.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.servers.scoutid-2ab6f54134235f83c3d3513a8680d65e26edd0cd.server_vulnerability_email_subscription_admin,Send Email Notifications to Admins and Subscription Owners Is Not Set on SQL Servers,ADS -VA scan reports and alerts will be sent to admins and subscription owners by enabling setting 'Also send email notifications to admins and subscription owners'. This may help in reducing time required for identifying risks and taking corrective measures.,"In the Azure console: <ol> <li>Go to <samp>SQL servers</samp></li><li>For each server instance</li><li>Click on <samp>Advanced Data Security</samp></li><li>Set <samp> Advanced Data Security to On</samp> if not already</li><li>In Section <samp>Vulnerability Assessment Settings</samp>, set <samp>Storage Accounts</samp> if not already</li><li>Check/enable 'Also send email notifications to admins and subscription owners'</li><li>Click <samp>Save</samp></li></ol>",ScoutSuite,Azure,FND-0720,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.83,4.56,MEDIUM,0.849
sqldatabase-databases-no-threat-detection,Threat Detection Disabled for SQL Databases,medium,sqldatabase,,scoutid-2ab6f54134235f83c3d3513a8680d65e26edd0cd,,sqldatabase.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.servers.scoutid-2ab6f54134235f83c3d3513a8680d65e26edd0cd.databases.sqldb-cloudguardian-lab.db_threat_detection_disabled,Threat Detection Disabled for SQL Databases,Enable threat detection for all of SQL databases.,,ScoutSuite,Azure,FND-0713,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.83,4.56,MEDIUM,0.849
securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,medium,securitycenter,,scoutid-406b672653b7e41211c2adfb5780d0a9e9201ec2,,securitycenter.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.pricings.scoutid-406b672653b7e41211c2adfb5780d0a9e9201ec2.pricing_tier,Standard Tier Not Enabled,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,ScoutSuite,Azure,FND-0697,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.838,4.61,MEDIUM,0.847
sqldatabase-databases-threat-detection-send-alerts-disabled,Send Threat Detection Alerts Disabled for SQL Databases,medium,sqldatabase,,scoutid-2ab6f54134235f83c3d3513a8680d65e26edd0cd,,sqldatabase.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.servers.scoutid-2ab6f54134235f83c3d3513a8680d65e26edd0cd.databases.sqldb-cloudguardian-lab.db_send_threat_detection_alerts_disabled,Send Threat Detection Alerts Disabled for SQL Databases,Specify email addresses and ensure that alerts are sent to them.,,ScoutSuite,Azure,FND-0714,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.826,4.54,MEDIUM,0.849
sqldatabase-servers-TDE-not-encrypted-with-customer-managed-key,SQL Server TDE Protector Not Encrypted with Customer-Managed Key,medium,sqldatabase,,scoutid-2ab6f54134235f83c3d3513a8680d65e26edd0cd,,sqldatabase.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.servers.scoutid-2ab6f54134235f83c3d3513a8680d65e26edd0cd.server_encryption_protectors_TDE_protector_is_encrypted,SQL Server TDE Protector Not Encrypted with Customer-Managed Key,"Customer-managed key support for Transparent Data Encryption (TDE) allows user control of TDE encryption keys and restricts who can access them and when. Azure Key Vault, Azure’s cloud-based external key management system is the first key management service where TDE has integrated support for Customer-managed keys. With Customer-managed key support, the database encryption key is protected by an asymmetric key stored inthe Key Vault. The asymmetric key is set at the server level and inherited by all databases under that server.",From Azure console: <br> Go to <samp>SQL servers</samp><br>For the desired server instance<br><ol><li>Click on <samp>Transparent data encryption</samp></li><li>Set <samp> Use your own key</samp> to <samp>YES</samp></li><li>Browse through your <samp>key vaults</samp> to Select an existing key or create a new key in Key Vault</li><li>Check <samp>Make selected key the default TDE protector</samp></li></ol>,ScoutSuite,Azure,FND-0715,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.83,4.56,MEDIUM,0.849
sqldatabase-servers-no-ad-admin-configured,Azure Active Directory Admin Not Configured for SQL Servers,medium,sqldatabase,,scoutid-2ab6f54134235f83c3d3513a8680d65e26edd0cd,,sqldatabase.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.servers.scoutid-2ab6f54134235f83c3d3513a8680d65e26edd0cd.ad_admin,Azure Active Directory Admin Not Configured for SQL Servers,"Azure Active Directory authentication is a mechanism to connect to Microsoft Azure SQL Database and SQL Data Warehouse by using identities in Azure Active Directory (Azure AD). With Azure AD authentication, identities of database users and other Microsoft services can be managed in one central location. Central ID management provides a single place to manage database users and simplifies permission management.","From Azure console:<ol><li>Go to <samp>SQL servers</samp></li><li>For each SQL server, click on <samp>Active Directory admin</samp></li><li>Click on <samp>Set admin</samp></li><li>Select an admin</li><li>Click <samp>Save</samp></li></ol>",ScoutSuite,Azure,FND-0716,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.827,4.55,MEDIUM,0.853
sqldatabase-servers-no-auditing,Auditing Disabled for SQL Servers,medium,sqldatabase,,scoutid-2ab6f54134235f83c3d3513a8680d65e26edd0cd,,sqldatabase.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.servers.scoutid-2ab6f54134235f83c3d3513a8680d65e26edd0cd.server_auditing_disabled,Auditing Disabled for SQL Servers,Enable auditing for all SQL servers.,,ScoutSuite,Azure,FND-0717,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.83,4.56,MEDIUM,0.849
sqldatabase-servers-no-threat-detection,Advanced Threat Protection (ATP) Disabled for SQL Servers,medium,sqldatabase,,scoutid-2ab6f54134235f83c3d3513a8680d65e26edd0cd,,sqldatabase.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.servers.scoutid-2ab6f54134235f83c3d3513a8680d65e26edd0cd.server_threat_detection_disabled,Advanced Threat Protection (ATP) Disabled for SQL Servers,"SQL Server ""Advanced Data Security"" (ADS) provides a new layer of security, which enables customers to detect and respond to potential threats as they occur by providing security alerts on anomalous activities. Users will receive an alert upon suspicious database activities, potential vulnerabilities, and SQL injection attacks, as well as anomalous database access patterns.",,ScoutSuite,Azure,FND-0718,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.827,4.55,MEDIUM,0.849
securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,medium,securitycenter,,scoutid-d4c9cb44e285a3aec19897e05532096b47d23ac9,,securitycenter.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.pricings.scoutid-d4c9cb44e285a3aec19897e05532096b47d23ac9.pricing_tier,Standard Tier Not Enabled,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,ScoutSuite,Azure,FND-0696,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.826,4.54,MEDIUM,0.849
securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,medium,securitycenter,,scoutid-5a3c4b2551f148fecf78b6e9f5f06559fda36e09,,securitycenter.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.pricings.scoutid-5a3c4b2551f148fecf78b6e9f5f06559fda36e09.pricing_tier,Standard Tier Not Enabled,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,ScoutSuite,Azure,FND-0705,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.83,4.56,MEDIUM,0.849
securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,medium,securitycenter,,scoutid-d52e56ec27abdcb5860f40a18c56f884351bd20c,,securitycenter.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.pricings.scoutid-d52e56ec27abdcb5860f40a18c56f884351bd20c.pricing_tier,Standard Tier Not Enabled,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,ScoutSuite,Azure,FND-0695,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.827,4.55,MEDIUM,0.849
securitycenter-standard-tier-not-enabled,Standard Tier Not Enabled,medium,securitycenter,,scoutid-dc319ad92f637fd20a8b6b7c94eecd3a32fbd5c0,,securitycenter.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.pricings.scoutid-dc319ad92f637fd20a8b6b7c94eecd3a32fbd5c0.pricing_tier,Standard Tier Not Enabled,"Enabling Azure Defender allows for greater defense-in-depth, with threat detection provided by the Microsoft Security Response Center (MSRC).",From Azure console:<ol><li>Go to <samp>Security Center</samp></li><li>Click on <samp>Pricing & Settings</samp></li><li>Click on the subscription name</li><li>Select <samp>Azure Defender plans</samp> blade</li><li>On the line in the table for the resource type Select <samp>On</samp> under <samp>Plan</samp></li><li>Click <samp>Save</samp></li></ol>,ScoutSuite,Azure,FND-0701,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.83,4.56,MEDIUM,0.849
virtual-machines-os-data-encrypted-cmk,OS and Data Disks Not Encrypted with CMK,medium,virtualmachines,,scoutid-717ea89e1b8909866cd8b3b610972ff81165ef4c,,virtualmachines.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.disks.scoutid-717ea89e1b8909866cd8b3b610972ff81165ef4c.encryption_type,OS and Data Disks Not Encrypted with CMK,"Encrypting the IaaS VM's OS disk (boot volume), Data disks (non-boot volume) ensures that the entire content is fully unrecoverable without a key and thus protects the volume from unwarranted reads. CMK is superior encryption although requires additional planning.","From Azure console: <ol><li>Go to <samp>Virtual machines</samp></li><li>For each virtual machine, go to <samp>Settings</samp></li><li>Click on <samp>Disks</samp></li><li>Click the <samp>X</samp> to detach the disk from the VM</li><li>Now search for <samp>Disks</samp> and locate the unattached disk</li><li>Click the disk then select <samp>Encryption</samp></li><li>Change your encryption type, then select your encryption set</li><li>Click <samp>Save</samp></li><li>Go back to the VM and re-attach the dsk</li></ol>",ScoutSuite,Azure,FND-0729,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.887,4.88,MEDIUM,0.945
account_maintain_different_contact_details_to_security_billing_and_operations,"AWS account has distinct Security, Billing, and Operations contact details, different from each other and from the root contact",medium,account,ap-south-1,735291151388,arn:aws:iam::735291151388:root,"SECURITY, BILLING and OPERATIONS contacts not found or they are not different between each other and between ROOT contact.","**AWS account alternate contacts** are defined for **Security**, **Billing**, and **Operations** with `name`, `email`, and `phone`. The finding evaluates that all three exist, are distinct from one another, and differ from the **primary (root) contact**.","Missing or shared contacts can delay response to abuse alerts, credential compromise, or billing anomalies, reducing **availability** (possible AWS traffic throttling) and raising **confidentiality** and **integrity** risk through extended exposure. If AWS cannot reach you, urgent mitigation may disrupt service.","Maintain distinct, monitored **Security**, **Billing**, and **Operations** alternate contacts that differ from the root contact.
- Use team aliases and 24x7 phones
- Review and test contact paths regularly
- Centralize at org level for consistency

Applies **operational resilience** and **separation of duties**.",Prowler v4,AWS,FND-0002,735291151388,2026-07-11,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.827,4.55,MEDIUM,0.778
log_retention_short,Log Analytics Retention Below Recommended 90 Days,medium,logging,,log-cloudguardian-lab,,retention_in_days=30,Log Analytics workspace retention is set to 30 days.,Shorter retention limits how far back an investigation can look after a breach.,Increase retention_in_days to 90 (or per your compliance requirement).,Steampipe,Azure,FND-0310,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.829,4.56,MEDIUM,0.845
vm_jit_access_enabled,Virtual Machine has Just-in-Time (JIT) access enabled,medium,vm,centralus,vm-web-cloudguardian-lab,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/RG-CLOUDGUARDIAN-LAB/providers/Microsoft.Compute/virtualMachines/vm-web-cloudguardian-lab,VM vm-web-cloudguardian-lab in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not have JIT (Just-in-Time) access enabled.,"**Azure virtual machines** are associated with a **Just-in-Time (JIT) network access policy** that opens management ports only for approved, time-bound requests from specified source IPs.","Without **JIT**, management ports like `22`/`3389` may stay reachable, enabling:
- brute-force and password-spray attempts
- exploitation of remote access flaws or stolen keys
This threatens **confidentiality** (data exfiltration), **integrity** (unauthorized changes), and **availability** (service disruption).","Enable **JIT network access** and apply **least privilege** and **zero trust**:
- keep admin ports closed by default
- approve only specific IPs, minimal ports (e.g., `22`, `3389`), and short windows
- favor **private access** (VPN, Bastion)
- layer controls (**defense in depth**) and audit access requests",Prowler v4,Azure,FND-0283,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.963
vm_ensure_attached_disks_encrypted_with_cmk,Virtual Machine OS or data disk is encrypted with a customer-managed key (CMK),medium,vm,centralus,vm-web-cloudguardian-lab_disk1_5928a0acae1344f293ee3938127fa860,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/RG-CLOUDGUARDIAN-LAB/providers/Microsoft.Compute/disks/vm-web-cloudguardian-lab_disk1_5928a0acae1344f293ee3938127fa860,Disk '5928a0ac-ae13-44f2-93ee-3938127fa860' is not encrypted with a customer-managed key in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).,"**Attached Azure managed disks** (OS and data) are assessed to confirm encryption uses **customer-managed keys** (`CMK`) via disk encryption sets rather than platform-managed keys. Scope includes disks currently attached to VMs, evaluating their encryption type to verify CMK is applied.","Without **CMK**, you lose control over key lifecycle and access. This weakens confidentiality and compliance: you can't enforce independent rotation, promptly revoke keys to crypto-lock stolen copies/snapshots, or separate duties. Misuse or compromise may keep data readable beyond your trust boundary.","Use **CMK** with disk encryption sets for all attached OS and data disks.
- Enforce **least privilege** on key usage and scope
- Enable periodic key rotation and auditing
- Store keys in HSM-backed vaults; separate key and data admins
- Combine with **encryption at host** to cover temp disks and caches",Prowler v4,Azure,FND-0281,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.967
vm_desired_sku_size,Virtual Machine uses an organization-approved SKU size,medium,vm,centralus,vm-web-cloudguardian-lab,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/RG-CLOUDGUARDIAN-LAB/providers/Microsoft.Compute/virtualMachines/vm-web-cloudguardian-lab,VM vm-web-cloudguardian-lab is using Standard_D2s_v3 which is not a desired SKU size in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).,"**Azure virtual machines** are compared against an organization **allowlist of VM size SKUs** defined in `desired_vm_sku_sizes`.

Instances using sizes outside this list are flagged as non-standard.","Unrestricted VM sizes enable over-provisioned or exotic SKUs, leading to:
- Sudden cost spikes and quota exhaustion (availability)
- Use of hardware lacking required security features (confidentiality/integrity)
- Abuse by compromised accounts for cryptomining at scale","Adopt a **least privilege, policy-enforced allowlist** of VM size SKUs per workload tier and region.
- Deny creation of non-approved sizes across scopes
- Require exception reviews with time-bound overrides
- Reassess the list regularly for cost, performance, and compliance
- Monitor provisioning and cost anomalies for drift",Prowler v4,Azure,FND-0280,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.963
vm_trusted_launch_enabled,Virtual Machine has Trusted Launch with Secure Boot and vTPM enabled,medium,vm,centralus,vm-web-cloudguardian-lab,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/RG-CLOUDGUARDIAN-LAB/providers/Microsoft.Compute/virtualMachines/vm-web-cloudguardian-lab,VM vm-web-cloudguardian-lab has trusted launch disabled in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08),"**Azure VMs** are evaluated for **Trusted Launch** with both **Secure Boot** and **vTPM** enabled.

Identifies VMs not set to `TrustedLaunch` or missing `secureBootEnabled` and `vTpmEnabled` together.","Missing **Trusted Launch** weakens boot-chain integrity. Attackers can persist via bootkits/rootkits, bypass OS controls, steal secrets, and tamper with drivers. Loss of attestation reduces detection, risking **integrity**, **confidentiality**, and **availability** through stealthy, hard-to-remediate compromises.",Adopt **defense in depth**: enable **Trusted Launch** with **Secure Boot** and **vTPM** on Gen2 VMs. Standardize on images with signed boot components and use supported sizes/OS. Enforce **least privilege** for administrators and enable attestation monitoring to prevent and detect boot-level tampering.,Prowler v4,Azure,FND-0203,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.96
vm_ensure_attached_disks_encrypted_with_cmk,Virtual Machine OS or data disk is encrypted with a customer-managed key (CMK),medium,vm,centralus,vm-web-cloudguardian-lab_OsDisk_1_2fc96adf487d4936ad28c87c9a465ebc,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/RG-CLOUDGUARDIAN-LAB/providers/Microsoft.Compute/disks/vm-web-cloudguardian-lab_OsDisk_1_2fc96adf487d4936ad28c87c9a465ebc,Disk '2fc96adf-487d-4936-ad28-c87c9a465ebc' is not encrypted with a customer-managed key in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).,"**Attached Azure managed disks** (OS and data) are assessed to confirm encryption uses **customer-managed keys** (`CMK`) via disk encryption sets rather than platform-managed keys. Scope includes disks currently attached to VMs, evaluating their encryption type to verify CMK is applied.","Without **CMK**, you lose control over key lifecycle and access. This weakens confidentiality and compliance: you can't enforce independent rotation, promptly revoke keys to crypto-lock stolen copies/snapshots, or separate duties. Misuse or compromise may keep data readable beyond your trust boundary.","Use **CMK** with disk encryption sets for all attached OS and data disks.
- Enforce **least privilege** on key usage and scope
- Enable periodic key rotation and auditing
- Store keys in HSM-backed vaults; separate key and data admins
- Combine with **encryption at host** to cover temp disks and caches",Prowler v4,Azure,FND-0199,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.963
